Company,Row,Year,Data,Section,Row_Label,Notes,Consistency test
AlphaTread Ltd,8,2017,9.52,Water,Water intake - KPI,,
AlphaTread Ltd,9,2017,,,,,
AlphaTread Ltd,10,2017,"3,873,796.18",Energy,Total Electricity,,
AlphaTread Ltd,11,2017,"825,641.76",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2017,"3,048,154.42",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2017,"41,282.09",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2017,"516,402.84",Energy,Purchased Steam,,
AlphaTread Ltd,15,2017,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2017,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2017,"4,697,104.89",Energy,Natural Gas,,
AlphaTread Ltd,18,2017,"222,775.83",Energy,Coal,,
AlphaTread Ltd,19,2017,"297,580.13",Energy,Propane,,
AlphaTread Ltd,20,2017,"313,790.49",Energy,Fuel Oil,,
AlphaTread Ltd,21,2017,"71,102.01",Energy,Diesel,,
AlphaTread Ltd,22,2017,"23,437.35",Energy,Petrol,,
AlphaTread Ltd,23,2017,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2017,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2017,"1,140,984.20",Energy,LPG,,
AlphaTread Ltd,26,2017,"2,496.36",Energy,Other,,
AlphaTread Ltd,27,2017,,,,,
AlphaTread Ltd,28,2017,"11,159,470.28",Energy,Total energy,,
AlphaTread Ltd,29,2017,12.34,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2017,,,,,
AlphaTread Ltd,31,2017,"263,507.58",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2017,"21,163.70",CO2 emissions,Coal,,
AlphaTread Ltd,33,2017,"18,777.31",CO2 emissions,Propane,,
AlphaTread Ltd,34,2017,"24,287.38",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2017,"5,268.66",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2017,"1,624.21",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2017,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2017,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2017,"64,009.21",CO2 emissions,LPG,,
AlphaTread Ltd,40,2017,179.49,CO2 emissions,Other,,
AlphaTread Ltd,41,2017,"398,817.55",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2017,,,,,
AlphaTread Ltd,43,2017,"381,019.30",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2017,,,,,
AlphaTread Ltd,45,2017,"779,836.85",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2017,0.86,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2018,17,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2018,17,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2018,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2018,,,,,
AlphaTread Ltd,5,2018,"1,026,082.30",Production,Production,,
AlphaTread Ltd,6,2018,,,,,
AlphaTread Ltd,7,2018,"8,800,585.21",Water,Water intake,,
AlphaTread Ltd,8,2018,8.58,Water,Water intake - KPI,,
AlphaTread Ltd,9,2018,,,,,
AlphaTread Ltd,10,2018,"3,908,328.09",Energy,Total Electricity,,
AlphaTread Ltd,11,2018,"864,268.35",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2018,"3,044,059.75",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2018,"43,213.42",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2018,"459,123.75",Energy,Purchased Steam,,
AlphaTread Ltd,15,2018,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2018,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2018,"4,839,832.02",Energy,Natural Gas,,
AlphaTread Ltd,18,2018,"186,689.48",Energy,Coal,,
AlphaTread Ltd,19,2018,"314,176.86",Energy,Propane,,
AlphaTread Ltd,20,2018,"291,189.79",Energy,Fuel Oil,,
AlphaTread Ltd,21,2018,"74,112.23",Energy,Diesel,,
AlphaTread Ltd,22,2018,"21,242.56",Energy,Petrol,,
AlphaTread Ltd,23,2018,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2018,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2018,"1,163,529.97",Energy,LPG,,
AlphaTread Ltd,26,2018,"2,256.13",Energy,Other,,
AlphaTread Ltd,27,2018,,,,,
AlphaTread Ltd,28,2018,"11,260,480.89",Energy,Total energy,,
AlphaTread Ltd,29,2018,10.97,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2018,,,,,
AlphaTread Ltd,31,2018,"271,514.58",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2018,"17,735.50",CO2 emissions,Coal,,
AlphaTread Ltd,33,2018,"19,824.56",CO2 emissions,Propane,,
AlphaTread Ltd,34,2018,"22,538.09",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2018,"5,491.72",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2018,"1,472.11",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2018,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2018,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2018,"65,274.03",CO2 emissions,LPG,,
AlphaTread Ltd,40,2018,162.22,CO2 emissions,Other,,
AlphaTread Ltd,41,2018,"404,012.80",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2018,,,,,
AlphaTread Ltd,43,2018,"380,507.47",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2018,,,,,
AlphaTread Ltd,45,2018,"784,520.27",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2018,0.76,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2019,17,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2019,17,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2019,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2019,,,,,
AlphaTread Ltd,5,2019,"921,412.75",Production,Production,,
AlphaTread Ltd,6,2019,,,,,
AlphaTread Ltd,7,2019,"7,806,076.42",Water,Water intake,,
AlphaTread Ltd,8,2019,8.47,Water,Water intake - KPI,,
AlphaTread Ltd,9,2019,,,,,
AlphaTread Ltd,10,2019,"3,708,010.76",Energy,Total Electricity,,
AlphaTread Ltd,11,2019,"849,635.25",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2019,"2,858,375.52",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2019,"42,481.76",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2019,"528,974.32",Energy,Purchased Steam,,
AlphaTread Ltd,15,2019,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2019,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2019,"5,009,245.04",Energy,Natural Gas,,
AlphaTread Ltd,18,2019,"138,097.13",Energy,Coal,,
AlphaTread Ltd,19,2019,"343,082.32",Energy,Propane,,
AlphaTread Ltd,20,2019,"247,911.22",Energy,Fuel Oil,,
AlphaTread Ltd,21,2019,"81,967.23",Energy,Diesel,,
AlphaTread Ltd,22,2019,"22,053.03",Energy,Petrol,,
AlphaTread Ltd,23,2019,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2019,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2019,"1,213,376.32",Energy,LPG,,
AlphaTread Ltd,26,2019,"2,213.77",Energy,Other,,
AlphaTread Ltd,27,2019,,,,,
AlphaTread Ltd,28,2019,"11,294,931.13",Energy,Total energy,,
AlphaTread Ltd,29,2019,12.26,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2019,,,,,
AlphaTread Ltd,31,2019,"281,018.65",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2019,"13,119.23",CO2 emissions,Coal,,
AlphaTread Ltd,33,2019,"21,648.49",CO2 emissions,Propane,,
AlphaTread Ltd,34,2019,"19,188.33",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2019,"6,073.77",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2019,"1,528.27",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2019,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2019,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2019,"68,070.41",CO2 emissions,LPG,,
AlphaTread Ltd,40,2019,159.17,CO2 emissions,Other,,
AlphaTread Ltd,41,2019,"410,806.32",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2019,,,,,
AlphaTread Ltd,43,2019,"357,296.94",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2019,,,,,
AlphaTread Ltd,45,2019,"768,103.26",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2019,0.83,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2020,17,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2020,17,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2020,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2020,,,,,
AlphaTread Ltd,5,2020,"1,093,951.36",Production,Production,,
AlphaTread Ltd,6,2020,,,,,
AlphaTread Ltd,7,2020,"9,245,090.60",Water,Water intake,,
AlphaTread Ltd,8,2020,8.45,Water,Water intake - KPI,,
AlphaTread Ltd,9,2020,,,,,
AlphaTread Ltd,10,2020,"4,176,844.09",Energy,Total Electricity,,
AlphaTread Ltd,11,2020,"990,476.15",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2020,"3,186,367.94",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2020,"49,523.81",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2020,"490,700.72",Energy,Purchased Steam,,
AlphaTread Ltd,15,2020,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2020,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2020,"4,456,392.97",Energy,Natural Gas,,
AlphaTread Ltd,18,2020,"108,604.05",Energy,Coal,,
AlphaTread Ltd,19,2020,"354,710.82",Energy,Propane,,
AlphaTread Ltd,20,2020,"219,999.85",Energy,Fuel Oil,,
AlphaTread Ltd,21,2020,"78,949.49",Energy,Diesel,,
AlphaTread Ltd,22,2020,"21,966.05",Energy,Petrol,,
AlphaTread Ltd,23,2020,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2020,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2020,"1,135,134.95",Energy,LPG,,
AlphaTread Ltd,26,2020,"2,387.85",Energy,Other,,
AlphaTread Ltd,27,2020,,,,,
AlphaTread Ltd,28,2020,"11,045,690.84",Energy,Total energy,,
AlphaTread Ltd,29,2020,10.10,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2020,,,,,
AlphaTread Ltd,31,2020,"250,003.65",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2020,"10,317.38",CO2 emissions,Coal,,
AlphaTread Ltd,33,2020,"22,382.25",CO2 emissions,Propane,,
AlphaTread Ltd,34,2020,"17,027.99",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2020,"5,850.16",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2020,"1,522.25",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2020,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2020,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2020,"63,681.07",CO2 emissions,LPG,,
AlphaTread Ltd,40,2020,171.69,CO2 emissions,Other,,
AlphaTread Ltd,41,2020,"370,956.43",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2020,,,,,
AlphaTread Ltd,43,2020,"398,295.99",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2020,,,,,
AlphaTread Ltd,45,2020,"769,252.43",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2020,0.70,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2021,18,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2021,18,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2021,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2021,,,,,
AlphaTread Ltd,5,2021,"996,618.54",Production,Production,,
AlphaTread Ltd,6,2021,,,,,
AlphaTread Ltd,7,2021,"9,175,783.84",Water,Water intake,,
AlphaTread Ltd,8,2021,9.21,Water,Water intake - KPI,,
AlphaTread Ltd,9,2021,,,,,
AlphaTread Ltd,10,2021,"3,649,139.62",Energy,Total Electricity,,
AlphaTread Ltd,11,2021,"894,532.04",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2021,"2,754,607.58",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2021,"44,726.60",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2021,"555,225.31",Energy,Purchased Steam,,
AlphaTread Ltd,15,2021,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2021,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2021,"4,877,319.30",Energy,Natural Gas,,
AlphaTread Ltd,18,2021,"79,030.57",Energy,Coal,,
AlphaTread Ltd,19,2021,"362,414.27",Energy,Propane,,
AlphaTread Ltd,20,2021,"207,067.20",Energy,Fuel Oil,,
AlphaTread Ltd,21,2021,"77,432.89",Energy,Diesel,,
AlphaTread Ltd,22,2021,"20,417.38",Energy,Petrol,,
AlphaTread Ltd,23,2021,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2021,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2021,"1,210,033.27",Energy,LPG,,
AlphaTread Ltd,26,2021,"2,294.86",Energy,Other,,
AlphaTread Ltd,27,2021,,,,,
AlphaTread Ltd,28,2021,"11,040,374.67",Energy,Total energy,,
AlphaTread Ltd,29,2021,11.08,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2021,,,,,
AlphaTread Ltd,31,2021,"273,617.61",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2021,"7,507.90",CO2 emissions,Coal,,
AlphaTread Ltd,33,2021,"22,868.34",CO2 emissions,Propane,,
AlphaTread Ltd,34,2021,"16,027.00",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2021,"5,737.78",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2021,"1,414.92",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2021,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2021,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2021,"67,882.87",CO2 emissions,LPG,,
AlphaTread Ltd,40,2021,165.00,CO2 emissions,Other,,
AlphaTread Ltd,41,2021,"395,221.43",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2021,,,,,
AlphaTread Ltd,43,2021,"344,325.95",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2021,,,,,
AlphaTread Ltd,45,2021,"739,547.37",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2021,0.74,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2022,18,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2022,18,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2022,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2022,,,,,
AlphaTread Ltd,5,2022,"1,025,797.64",Production,Production,,
AlphaTread Ltd,6,2022,,,,,
AlphaTread Ltd,7,2022,"9,648,024.08",Water,Water intake,,
AlphaTread Ltd,8,2022,9.41,Water,Water intake - KPI,,
AlphaTread Ltd,9,2022,,,,,
AlphaTread Ltd,10,2022,"4,183,648.84",Energy,Total Electricity,,
AlphaTread Ltd,11,2022,"1,059,028.18",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2022,"3,124,620.66",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2022,"52,951.41",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2022,"512,898.70",Energy,Purchased Steam,,
AlphaTread Ltd,15,2022,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2022,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2022,"4,789,953.75",Energy,Natural Gas,,
AlphaTread Ltd,18,2022,"42,317.40",Energy,Coal,,
AlphaTread Ltd,19,2022,"350,063.83",Energy,Propane,,
AlphaTread Ltd,20,2022,"170,602.43",Energy,Fuel Oil,,
AlphaTread Ltd,21,2022,"75,863.66",Energy,Diesel,,
AlphaTread Ltd,22,2022,"21,646.89",Energy,Petrol,,
AlphaTread Ltd,23,2022,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2022,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2022,"1,286,395.51",Energy,LPG,,
AlphaTread Ltd,26,2022,"2,425.87",Energy,Other,,
AlphaTread Ltd,27,2022,,,,,
AlphaTread Ltd,28,2022,"11,435,816.87",Energy,Total energy,,
AlphaTread Ltd,29,2022,11.15,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2022,,,,,
AlphaTread Ltd,31,2022,"268,716.41",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2022,"4,020.15",CO2 emissions,Coal,,
AlphaTread Ltd,33,2022,"22,089.03",CO2 emissions,Propane,,
AlphaTread Ltd,34,2022,"13,204.63",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2022,"5,621.50",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2022,"1,500.13",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2022,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2022,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2022,"72,166.79",CO2 emissions,LPG,,
AlphaTread Ltd,40,2022,174.42,CO2 emissions,Other,,
AlphaTread Ltd,41,2022,"387,493.05",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2022,,,,,
AlphaTread Ltd,43,2022,"390,577.58",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2022,,,,,
AlphaTread Ltd,45,2022,"778,070.63",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2022,0.76,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,1,2023,18,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2023,18,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2023,1.00,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2023,,,,,
AlphaTread Ltd,5,2023,"1,146,651.03",Production,Production,,
AlphaTread Ltd,6,2023,,,,,
AlphaTread Ltd,7,2023,"10,404,666.65",Water,Water intake,,
AlphaTread Ltd,8,2023,9.07,Water,Water intake - KPI,,
AlphaTread Ltd,9,2023,,,,,
AlphaTread Ltd,10,2023,"3,986,657.11",Energy,Total Electricity,,
AlphaTread Ltd,11,2023,"1,041,055.92",Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,12,2023,"2,945,601.19",Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,13,2023,"52,052.80",Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,14,2023,"543,962.93",Energy,Purchased Steam,,
AlphaTread Ltd,15,2023,0,Energy,Sold Electricity,,
AlphaTread Ltd,16,2023,0,Energy,Sold Steam,,
AlphaTread Ltd,17,2023,"4,631,550.01",Energy,Natural Gas,,
AlphaTread Ltd,18,2023,"9,218.37",Energy,Coal,,
AlphaTread Ltd,19,2023,"358,262.33",Energy,Propane,,
AlphaTread Ltd,20,2023,"153,107.94",Energy,Fuel Oil,,
AlphaTread Ltd,21,2023,"84,231.38",Energy,Diesel,,
AlphaTread Ltd,22,2023,"21,803.15",Energy,Petrol,,
AlphaTread Ltd,23,2023,0.00,Energy,Biomass,,
AlphaTread Ltd,24,2023,0.00,Energy,Waste tires,,
AlphaTread Ltd,25,2023,"1,213,067.13",Energy,LPG,,
AlphaTread Ltd,26,2023,"2,250.89",Energy,Other,,
AlphaTread Ltd,27,2023,,,,,
AlphaTread Ltd,28,2023,"11,004,111.25",Energy,Total energy,,
AlphaTread Ltd,29,2023,9.60,Energy,Total energy - KPI,,
AlphaTread Ltd,30,2023,,,,,
AlphaTread Ltd,31,2023,"259,829.96",CO2 emissions,Natural Gas,,
AlphaTread Ltd,32,2023,875.75,CO2 emissions,Coal,,
AlphaTread Ltd,33,2023,"22,606.35",CO2 emissions,Propane,,
AlphaTread Ltd,34,2023,"11,850.55",CO2 emissions,Fuel Oil,,
AlphaTread Ltd,35,2023,"6,241.55",CO2 emissions,Diesel,,
AlphaTread Ltd,36,2023,"1,510.96",CO2 emissions,Petrol,,
AlphaTread Ltd,37,2023,0,CO2 emissions,Biomass,,
AlphaTread Ltd,38,2023,0,CO2 emissions,Waste tires,,
AlphaTread Ltd,39,2023,"68,053.07",CO2 emissions,LPG,,
AlphaTread Ltd,40,2023,161.84,CO2 emissions,Other,,
AlphaTread Ltd,41,2023,"371,130.02",CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,42,2023,,,,,
AlphaTread Ltd,43,2023,"368,200.15",CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,44,2023,,,,,
AlphaTread Ltd,45,2023,"739,330.17",CO2 emissions,Total CO2,,
AlphaTread Ltd,46,2023,0.64,CO2 emissions,Total CO2 - KPI,,
BetaRubber Inc,1,2009,35,ISO 14001,Total no. of sites,,
BetaRubber Inc,2,2009,35,ISO 14001,ISO 14001 sites,,
BetaRubber Inc,3,2009,0.99,ISO 14001,% certified sites,,
BetaRubber Inc,4,2009,,,,,
BetaRubber Inc,5,2009,"2,606,372.93",Production,Production,,
BetaRubber Inc,6,2009,,,,,
BetaRubber Inc,7,2009,"20,924,975.30",Water,Water intake,,
BetaRubber Inc,8,2009,8.03,Water,Water intake - KPI,,
BetaRubber Inc,9,2009,,,,,
BetaRubber Inc,10,2009,"8,636,268.77",Energy,Total Electricity,,
BetaRubber Inc,11,2009,"985,405.75",Energy,Renewable Electricity Purchased,,
BetaRubber Inc,12,2009,"7,650,863.02",Energy,Non-Renewable Electricity Purchased,,
BetaRubber Inc,13,2009,"49,270.29",Energy,Self-generated AND consumed electricity on-site,,
BetaRubber Inc,14,2009,"1,554,673.58",Energy,Purchased Steam,,
BetaRubber Inc,15,2009,0,Energy,Sold Electricity,,
BetaRubber Inc,16,2009,0,Energy,Sold Steam,,
BetaRubber Inc,17,2009,"8,337,416.07",Energy,Natural Gas,,
BetaRubber Inc,18,2009,"81,695.64",Energy,Coal,,
BetaRubber Inc,19,2009,"91,704.92",Energy,Propane,,
BetaRubber Inc,20,2009,"1,476,189.07",Energy,Fuel Oil,,
BetaRubber Inc,21,2009,"49,555.76",Energy,Diesel,,
BetaRubber Inc,22,2009,"55,608.44",Energy,Petrol,,
BetaRubber Inc,23,2009,0.00,Energy,Biomass,,
BetaRubber Inc,24,2009,0.00,Energy,Waste tires,,
BetaRubber Inc,25,2009,"1,216,947.30",Energy,LPG,,
BetaRubber Inc,26,2009,"1,869.19",Energy,Other,,
BetaRubber Inc,27,2009,,,,,
BetaRubber Inc,28,2009,"21,501,928.74",Energy,Total energy,,
BetaRubber Inc,29,2009,8.25,Energy,Total energy - KPI,,
BetaRubber Inc,30,2009,,,,,
BetaRubber Inc,31,2009,"467,729.04",CO2 emissions,Natural Gas,,
BetaRubber Inc,32,2009,"7,761.09",CO2 emissions,Coal,,
BetaRubber Inc,33,2009,"5,786.58",CO2 emissions,Propane,,
BetaRubber Inc,34,2009,"114,257.03",CO2 emissions,Fuel Oil,,
BetaRubber Inc,35,2009,"3,672.08",CO2 emissions,Diesel,,
BetaRubber Inc,36,2009,"3,853.67",CO2 emissions,Petrol,,
BetaRubber Inc,37,2009,0,CO2 emissions,Biomass,,
BetaRubber Inc,38,2009,0,CO2 emissions,Waste tires,,
BetaRubber Inc,39,2009,"68,270.74",CO2 emissions,LPG,,
BetaRubber Inc,40,2009,134.39,CO2 emissions,Other,,
BetaRubber Inc,41,2009,"671,464.63",CO2 emissions,Total CO2 - Scope 1,,
BetaRubber Inc,42,2009,,,,,
BetaRubber Inc,43,2009,"956,357.88",CO2 emissions,Total CO2 - Scope 2,,
BetaRubber Inc,44,2009,,,,,
BetaRubber Inc,45,2009,"1,627,822.50",CO2 emissions,Total CO2,,
BetaRubber Inc,46,2009,0.62,CO2 emissions,Total CO2 - KPI,,
BetaRubber Inc,1,2010,35,ISO 14001,Total no. of sites,,
BetaRubber Inc,2,2010,35,ISO 14001,ISO 14001 sites,,
BetaRubber Inc,3,2010,0.89,ISO 14001,% certified sites,,
BetaRubber Inc,4,2010,,,,,
BetaRubber Inc,5,2010,"2,478,885.12",Production,Production,,
BetaRubber Inc,6,2010,,,,,
BetaRubber Inc,7,2010,"18,925,877.44",Water,Water intake,,
BetaRubber Inc,8,2010,7.63,Water,Water intake - KPI,,
BetaRubber Inc,9,2010,,,,,
BetaRubber Inc,10,2010,"9,869,101.67",Energy,Total Electricity,,
BetaRubber Inc,11,2010,"1,205,025.87",Energy,Renewable Electricity Purchased,,
BetaRubber Inc,12,2010,"8,664,075.81",Energy,Non-Renewable Electricity Purchased,,
BetaRubber Inc,13,2010,"60,251.29",Energy,Self-generated AND consumed electricity on-site,,
BetaRubber Inc,14,2010,"1,590,272.03",Energy,Purchased Steam,,
BetaRubber Inc,15,2010,0,Energy,Sold Electricity,,
BetaRubber Inc,16,2010,0,Energy,Sold Steam,,
BetaRubber Inc,17,2010,"8,408,076.09",Energy,Natural Gas,,
BetaRubber Inc,18,2010,"75,939.15",Energy,Coal,,
BetaRubber Inc,19,2010,"91,823.34",Energy,Propane,,
BetaRubber Inc,20,2010,"1,376,317.44",Energy,Fuel Oil,,
BetaRubber Inc,21,2010,"48,788.53",Energy,Diesel,,
BetaRubber Inc,22,2010,"51,895.80",Energy,Petrol,,
BetaRubber Inc,23,2010,0.00,Energy,Biomass,,
BetaRubber Inc,24,2010,0.00,Energy,Waste tires,,
BetaRubber Inc,25,2010,"1,337,441.25",Energy,LPG,,
BetaRubber Inc,26,2010,"1,808.37",Energy,Other,,
BetaRubber Inc,27,2010,,,,,
BetaRubber Inc,28,2010,"22,851,463.68",Energy,Total energy,,
BetaRubber Inc,29,2010,9.22,Energy,Total energy - KPI,,
BetaRubber Inc,30,2010,,,,,
BetaRubber Inc,31,2010,"471,693.07",CO2 emissions,Natural Gas,,
BetaRubber Inc,32,2010,"7,214.22",CO2 emissions,Coal,,
BetaRubber Inc,33,2010,"5,794.05",CO2 emissions,Propane,,
BetaRubber Inc,34,2010,"106,526.97",CO2 emissions,Fuel Oil,,
BetaRubber Inc,35,2010,"3,615.23",CO2 emissions,Diesel,,
BetaRubber Inc,36,2010,"3,596.38",CO2 emissions,Petrol,,
BetaRubber Inc,37,2010,0,CO2 emissions,Biomass,,
BetaRubber Inc,38,2010,0,CO2 emissions,Waste tires,,
BetaRubber Inc,39,2010,"75,030.45",CO2 emissions,LPG,,
BetaRubber Inc,40,2010,130.02,CO2 emissions,Other,,
BetaRubber Inc,41,2010,"673,600.40",CO2 emissions,Total CO2 - Scope 1,,
BetaRubber Inc,42,2010,,,,,
BetaRubber Inc,43,2010,"1,083,009.48",CO2 emissions,Total CO2 - Scope 2,,
BetaRubber Inc,44,2010,,,,,
BetaRubber Inc,45,2010,"1,756,609.87",CO2 emissions,Total CO2,,
BetaRubber Inc,46,2010,0.71,CO2 emissions,Total CO2 - KPI,,
BetaRubber Inc,1,2011,35,ISO 14001,Total no. of sites,,
